Order Date,Region,Category,Sales,Profit
18-09-2015,West,Office Supplies,7.3,2.19
20-07-2017,Central,Office Supplies,69.712,8.714
20-07-2017,Central,Furniture,8.792,-5.7148
10-09-2015,West,Office Supplies,51.52,1.5456
01-12-2017,West,Technology,470.376,52.9173
01-12-2017,West,Technology,105.584,9.2386
01-12-2017,West,Office Supplies,31.152,3.5046
01-12-2017,West,Office Supplies,6.783,-4.7481
01-12-2017,West,Technology,406.368,30.4776
03-07-2015,South,Furniture,70.98,4.9686
03-07-2015,South,Office Supplies,294.93,144.5157
20-03-2016,West,Technology,84.784,-20.1362
20-03-2016,West,Office Supplies,20.736,7.2576
20-03-2016,West,Office Supplies,16.821,-12.8961
20-03-2016,West,Office Supplies,10.368,3.6288
09-01-2014,Central,Office Supplies,9.344,1.168
09-01-2014,Central,Technology,31.2,9.75
08-08-2014,West,Office Supplies,76.12,22.0748
08-08-2014,West,Technology,1199.976,434.9913
08-08-2014,West,Technology,445.96,55.745
08-08-2014,West,Furniture,327.76,91.7728
14-07-2016,East,Office Supplies,11.632,1.0178
16-07-2016,East,Technology,143.982,-28.7964
16-07-2016,East,Technology,494.376,-115.3544
16-07-2016,East,Office Supplies,5.84,0.73
15-03-2014,South,Office Supplies,142.776,17.847
15-03-2014,South,Furniture,45.696,5.1408
15-03-2014,South,Office Supplies,7.218,-5.5338
15-03-2014,South,Office Supplies,43.188,-31.6712
15-03-2014,South,Office Supplies,131.904,47.8152
23-05-2014,East,Office Supplies,3.282,-2.6256
23-05-2014,East,Office Supplies,21.168,2.3814
23-05-2014,East,Technology,55.188,-10.1178
28-04-2016,Central,Technology,369.576,41.5773
28-04-2016,Central,Office Supplies,15.712,5.6956
11-09-2016,East,Office Supplies,8.448,2.64
11-09-2016,East,Technology,728.946,-157.9383
14-11-2017,East,Technology,119.94,15.992
14-11-2017,East,Office Supplies,3.648,-2.7968
18-08-2017,East,Furniture,40.48,15.7872
18-08-2017,East,Furniture,9.94,3.0814
18-08-2017,East,Office Supplies,107.424,33.57
18-08-2017,East,Technology,37.91,10.9939
18-08-2017,East,Furniture,88.02,27.2862
26-12-2014,Central,Office Supplies,8.69,-14.773
29-11-2015,Central,Furniture,301.96,87.5684
29-11-2015,Central,Office Supplies,555.21,178.901
29-11-2015,Central,Office Supplies,523.48,130.87
29-11-2015,Central,Office Supplies,161.82,46.9278
15-09-2017,East,Furniture,35.56,12.0904
19-05-2017,West,Office Supplies,97.16,28.1764
17-12-2017,West,Office Supplies,15.24,5.1435
17-12-2017,West,Office Supplies,13.23,6.0858
11-12-2016,West,Office Supplies,243.384,-51.7191
11-12-2016,West,Technology,119.8,29.95
11-12-2016,West,Technology,300.768,30.0768
24-09-2017,South,Technology,17.88,2.4585
24-09-2017,South,Office Supplies,235.944,85.5297
04-10-2015,South,Furniture,392.94,43.2234
15-08-2016,West,Office Supplies,18.882,-13.8468
15-08-2016,West,Office Supplies,122.328,12.2328
20-05-2016,West,Furniture,1049.2,272.792
20-05-2016,West,Office Supplies,15.424,5.0128
18-12-2016,Central,Furniture,18.84,6.0288
30-07-2017,West,Office Supplies,330.4,85.904
30-07-2017,West,Office Supplies,26.25,12.6
10-06-2017,Central,Technology,132.52,54.3332
21-07-2017,East,Office Supplies,6.48,3.1752
30-12-2017,Central,Office Supplies,209.3,56.511
01-04-2016,West,Office Supplies,31.56,9.8625
01-04-2016,West,Office Supplies,30.144,3.0144
11-12-2016,West,Furniture,14.8,6.068
11-12-2016,West,Technology,302.376,22.6782
11-12-2016,West,Technology,316,31.6
23-10-2016,East,Office Supplies,379.4,178.318
19-06-2017,East,Office Supplies,97.82,45.9754
19-06-2017,East,Technology,103.12,10.312
22-08-2016,East,Office Supplies,113.552,8.5164
22-08-2016,East,Office Supplies,3.318,-2.6544
22-08-2016,East,Office Supplies,134.288,45.3222
19-09-2016,Central,Furniture,701.372,-50.098
19-09-2016,Central,Office Supplies,2.308,-3.462
24-08-2015,Central,Office Supplies,999.432,124.929
24-08-2015,Central,Office Supplies,724.08,-135.765
24-08-2015,Central,Furniture,918.785,-118.1295
24-08-2015,Central,Office Supplies,2.724,-4.2222
26-03-2016,East,Office Supplies,459.95,18.398
04-11-2016,South,Office Supplies,10.74,5.2626
08-06-2017,Central,Office Supplies,23.76,2.079
08-06-2017,Central,Office Supplies,85.056,28.7064
08-06-2017,Central,Technology,381.576,28.6182
24-12-2014,East,Furniture,30.36,8.7285
09-06-2017,Central,Furniture,23.976,-14.3856
09-06-2017,Central,Furniture,108.925,-71.8905
09-06-2017,Central,Office Supplies,36.352,11.36
15-06-2017,Central,Office Supplies,19.56,1.7115
05-12-2017,Central,Office Supplies,61.44,16.5888
05-12-2017,Central,Office Supplies,38.9,17.505
05-12-2017,Central,Technology,99.39,40.7499
18-03-2017,Central,Office Supplies,2.688,-7.392
18-03-2017,Central,Technology,27.816,4.5201
18-03-2017,Central,Furniture,82.524,-41.262
18-03-2017,Central,Office Supplies,182.994,-320.2395
19-11-2016,East,Office Supplies,14.352,4.6644
19-11-2016,East,Office Supplies,64.96,2.5984
19-11-2016,East,Office Supplies,68.6,18.522
04-11-2017,South,Technology,7999.98,-3839.9904
04-11-2017,South,Office Supplies,167.44,14.651
05-07-2014,South,Technology,479.97,163.1898
05-07-2014,South,Office Supplies,14.62,6.8714
05-07-2014,South,Office Supplies,19.44,9.3312
25-12-2017,East,Furniture,191.984,4.7996
21-06-2014,South,Furniture,104.01,14.5614
21-06-2014,South,Technology,284.82,74.0532
21-06-2014,South,Office Supplies,36.84,10.3152
28-03-2015,West,Technology,166.24,24.936
28-03-2015,West,Office Supplies,33.4,16.032
14-05-2015,East,Office Supplies,198.272,17.3488
14-05-2015,East,Office Supplies,47.36,17.76
14-05-2015,East,Office Supplies,200.984,62.8075
14-05-2015,East,Office Supplies,97.696,31.7512
14-05-2015,East,Office Supplies,2.696,0.8088
14-05-2015,East,Office Supplies,18.588,-13.6312
14-05-2015,East,Office Supplies,4.896,-3.4272
02-09-2017,East,Furniture,15.072,4.1448
04-11-2016,West,Furniture,209.88,35.6796
09-04-2015,West,Furniture,369.912,-13.8717
12-09-2014,South,Office Supplies,10.368,3.6288
12-09-2014,South,Office Supplies,166.84,18.7695
12-09-2014,South,Technology,15.216,2.2824
02-12-2014,East,Technology,119.96,52.7824
02-12-2014,East,Furniture,883.92,-110.49
02-12-2014,East,Office Supplies,46.72,15.768
05-04-2014,East,Office Supplies,55.48,26.6304
03-09-2017,South,Office Supplies,24.448,8.8624
19-05-2017,East,Office Supplies,281.34,109.7226
19-05-2017,East,Technology,307.98,89.3142
19-05-2017,East,Technology,299.97,113.9886
01-07-2014,West,Office Supplies,19.92,6.972
11-01-2014,East,Furniture,9.94,3.0814
24-09-2017,East,Furniture,103.056,24.4758
02-06-2014,West,Office Supplies,59.808,19.4376
02-06-2014,West,Furniture,73.32,21.996
13-02-2016,West,Office Supplies,146.82,73.41
15-12-2016,Central,Furniture,1652.94,231.4116
15-12-2016,Central,Office Supplies,296.37,80.0199
07-10-2014,East,Furniture,129.92,21.112
07-07-2016,South,Office Supplies,45.584,5.1282
16-09-2017,Central,Office Supplies,17.568,6.3684
16-09-2017,Central,Technology,55.992,5.5992
03-12-2016,East,Office Supplies,182.72,84.0512
03-12-2016,East,Furniture,400.032,-153.3456
03-12-2016,East,Office Supplies,33.63,10.089
03-12-2016,East,Furniture,542.646,102.4998
03-12-2016,East,Office Supplies,6.3,3.024
21-01-2017,West,Office Supplies,242.94,9.7176
21-01-2017,West,Technology,179.97,86.3856
21-01-2017,West,Office Supplies,99.696,33.6474
21-01-2017,West,Office Supplies,27.936,9.4284
21-01-2017,West,Furniture,84.98,18.6956
21-01-2017,West,Office Supplies,18.72,6.552
08-09-2014,West,Technology,49.98,8.4966
04-01-2014,Central,Office Supplies,11.784,4.2717
04-01-2014,Central,Office Supplies,272.736,-64.7748
04-01-2014,Central,Office Supplies,3.54,-5.487
27-08-2016,Central,Office Supplies,51.52,-10.948
27-08-2016,Central,Office Supplies,3.528,1.1466
27-08-2016,Central,Office Supplies,4.624,1.6762
27-08-2016,Central,Office Supplies,55.168,6.2064
27-05-2014,West,Furniture,567.12,-28.356
27-05-2014,West,Office Supplies,359.32,7.1864
20-03-2016,Central,Technology,11.992,0.8994
02-10-2017,Central,Office Supplies,58.05,26.703
02-10-2017,Central,Furniture,157.74,56.7864
02-10-2017,Central,Office Supplies,56.98,22.792
02-10-2017,Central,Office Supplies,2.88,1.4112
07-04-2016,West,Technology,1199.976,374.9925
07-12-2015,West,Furniture,79.92,28.7712
18-09-2016,South,Furniture,383.438,-167.3184
29-12-2014,Central,Office Supplies,24.56,6.8768
29-12-2014,Central,Technology,119.8,47.92
23-07-2017,East,Office Supplies,13.128,4.2666
18-09-2017,Central,Office Supplies,22.72,10.224
31-08-2015,West,Office Supplies,58.32,27.9936
03-11-2017,South,Office Supplies,12.39,5.6994
08-02-2015,East,Technology,107.982,-26.9955
13-01-2014,South,Office Supplies,11.36,5.3392
13-01-2014,South,Office Supplies,50.94,25.47
13-01-2014,South,Technology,646.74,258.696
13-01-2014,South,Office Supplies,5.64,2.7072
13-01-2014,South,Office Supplies,572.58,34.3548
14-05-2014,South,Furniture,310.88,23.316
19-05-2016,South,Furniture,641.96,179.7488
30-01-2017,Central,Office Supplies,18.28,9.14
30-01-2017,Central,Technology,207,51.75
30-01-2017,Central,Office Supplies,32.35,16.175
30-01-2017,Central,Office Supplies,7.71,3.4695
30-01-2017,Central,Office Supplies,40.3,10.881
30-01-2017,Central,Furniture,34.58,14.5236
29-06-2014,East,Office Supplies,32.76,3.6855
21-08-2015,West,Furniture,544.008,40.8006
21-08-2015,West,Office Supplies,59.94,28.1718
21-08-2015,West,Office Supplies,23.92,11.7208
21-08-2015,West,Office Supplies,4.28,1.926
03-10-2015,East,Office Supplies,32.07,-22.449
03-10-2015,East,Technology,24,-2.7
03-10-2015,East,Furniture,35.49,-15.6156
03-10-2015,East,Technology,47.984,0.5998
23-05-2015,South,Office Supplies,186.69,87.7443
17-03-2017,West,Office Supplies,17.456,5.8914
12-12-2015,West,Furniture,348.928,34.8928
26-06-2015,South,Office Supplies,143.96,69.1008
26-06-2015,South,Office Supplies,15.42,4.1634
26-06-2015,South,Office Supplies,43.04,21.0896
26-06-2015,South,Furniture,332.94,79.9056
20-05-2016,South,Technology,1363.96,85.2475
20-09-2014,West,Office Supplies,9.96,4.5816
20-09-2014,West,Office Supplies,21.72,10.6428
21-09-2017,Central,Office Supplies,20.16,9.8784
24-12-2015,East,Office Supplies,132.79,63.7392
24-12-2015,East,Office Supplies,12.96,6.2208
24-12-2015,East,Office Supplies,21.56,10.3488
27-11-2015,West,Furniture,283.92,17.745
20-02-2017,West,Furniture,22.23,7.3359
20-02-2017,West,Technology,215.968,18.8972
18-08-2016,East,Office Supplies,355.32,99.4896
12-03-2016,South,Office Supplies,12.96,6.2208
22-04-2017,West,Furniture,18.28,6.2152
01-11-2014,West,Office Supplies,43.176,4.3176
01-11-2014,West,Technology,1983.968,247.996
03-02-2015,Central,Furniture,28.4,11.076
03-02-2015,Central,Technology,149.97,50.9898
13-10-2014,West,Office Supplies,11.52,3.2256
13-10-2014,West,Furniture,1298.55,311.652
13-10-2014,West,Office Supplies,213.92,62.0368
13-10-2014,West,Technology,25.78,2.578
14-05-2017,West,Furniture,18.28,6.2152
14-05-2017,West,Technology,1399.93,601.9699
20-03-2015,Central,Office Supplies,51.84,24.8832
15-09-2016,East,Office Supplies,5.344,1.8704
28-06-2014,East,Office Supplies,41.472,14.5152
28-06-2014,East,Office Supplies,3.168,-2.4288
28-06-2014,East,Furniture,1228.465,0
28-06-2014,East,Office Supplies,31.086,-22.7964
28-06-2014,East,Office Supplies,335.52,117.432
20-06-2017,East,Technology,239.97,71.991
20-06-2017,East,Office Supplies,9.82,4.8118
09-05-2014,West,Technology,67.8,4.068
09-05-2014,West,Technology,167.97,40.3128
21-08-2017,Central,Office Supplies,35,16.8
21-08-2017,Central,Office Supplies,37.24,10.7996
21-08-2017,Central,Office Supplies,15.28,7.4872
16-06-2017,South,Furniture,301.96,90.588
16-06-2017,South,Office Supplies,180.66,50.5848
16-06-2017,South,Technology,191.98,51.8346
16-06-2017,South,Technology,65.99,17.1574
23-07-2016,South,Office Supplies,35.216,2.6412
23-07-2016,South,Office Supplies,23.696,6.5164
23-07-2016,South,Technology,265.475,-111.4995
08-09-2014,Central,Office Supplies,51.184,-79.3352
04-11-2017,South,Office Supplies,9.664,3.2616
07-03-2016,Central,Technology,21.072,1.5804
20-11-2015,East,Office Supplies,60.45,16.3215
20-11-2015,East,Office Supplies,11.52,3.3408
20-11-2015,East,Furniture,186.048,9.3024
07-11-2016,West,Office Supplies,37.44,11.7
07-11-2016,West,Office Supplies,26.976,8.7672
07-11-2016,West,Office Supplies,11.36,3.2944
07-11-2016,West,Office Supplies,14.62,6.8714
13-10-2015,South,Technology,83.72,23.4416
13-10-2015,South,Furniture,287.94,77.7438
01-01-2017,East,Furniture,48.896,8.5568
07-02-2014,East,Technology,115.36,49.6048
20-06-2016,West,Office Supplies,5.16,1.3416
20-06-2016,West,Office Supplies,38.88,18.6624
28-05-2016,South,Office Supplies,185.88,50.1876
19-02-2016,East,Furniture,44.46,14.6718
19-02-2016,East,Office Supplies,242.94,9.7176
03-08-2014,East,Office Supplies,39.96,18.7812
03-08-2014,East,Office Supplies,102.3,26.598
03-08-2014,East,Office Supplies,21.36,5.7672
10-04-2017,East,Office Supplies,7.61,3.5767
10-04-2017,East,Office Supplies,7.16,3.58
09-06-2014,West,Office Supplies,7.36,0.1472
09-06-2014,West,Office Supplies,23.1,10.626
05-01-2016,South,Technology,191.472,40.6878
05-01-2016,South,Office Supplies,5.248,0.5904
05-01-2016,South,Technology,59.184,5.1786
10-01-2014,South,Office Supplies,2.89,1.3583
10-01-2014,South,Furniture,51.94,21.2954
29-09-2016,East,Office Supplies,15.936,5.1792
06-04-2014,East,Office Supplies,44.91,-35.928
03-09-2016,East,Office Supplies,1141.47,-760.98
03-09-2016,East,Technology,280.782,-46.797
19-10-2015,East,Office Supplies,34.44,17.22
10-12-2014,East,Office Supplies,11.36,5.2256
10-12-2014,East,Office Supplies,106.344,37.2204
25-08-2017,South,Office Supplies,192.16,67.256
17-01-2016,East,Furniture,322.59,64.518
17-01-2016,East,Technology,29.99,13.1956
17-01-2016,East,Technology,371.97,66.9546
17-09-2014,East,Office Supplies,5.892,-4.1244
30-11-2017,East,Office Supplies,68.472,23.1093
30-11-2017,East,Furniture,1242.9,262.39
09-10-2015,South,Office Supplies,30.84,8.3268
23-12-2017,West,Office Supplies,13.48,5.9312
22-10-2016,Central,Furniture,31.4,10.048
29-04-2014,East,Furniture,17.46,5.9364
25-04-2015,West,Office Supplies,13.944,4.5318
26-06-2017,West,Office Supplies,83.76,1.6752
14-10-2017,East,Office Supplies,37.66,18.4534
09-12-2014,West,Office Supplies,34.68,16.9932
20-06-2017,East,Technology,149.95,14.995
20-06-2017,East,Office Supplies,51.312,18.6006
26-06-2017,Central,Office Supplies,4.54,2.043
26-06-2017,Central,Office Supplies,15.92,5.4128
26-06-2017,Central,Technology,543.92,135.98
10-11-2016,West,Office Supplies,155.82,42.0714
10-11-2016,West,Office Supplies,70.008,24.5028
03-10-2016,Central,Office Supplies,15.648,5.0856
09-09-2014,Central,Office Supplies,103.6,51.8
29-10-2017,East,Office Supplies,46.96,22.5408
10-04-2016,East,Office Supplies,8.904,-6.5296
11-11-2017,Central,Office Supplies,10.44,3.393
11-11-2017,Central,Office Supplies,18.336,-32.088
15-09-2017,Central,Technology,323.976,20.2485
08-04-2016,West,Office Supplies,20.04,9.6192
08-04-2016,West,Office Supplies,64.96,2.5984
08-04-2016,West,Office Supplies,12.96,6.2208
30-12-2017,East,Furniture,323.136,12.1176
30-12-2017,East,Technology,90.93,2.7279
30-12-2017,East,Office Supplies,52.776,19.791
02-09-2017,Central,Technology,1199.8,323.946
02-09-2017,Central,Technology,1928.78,829.3754
02-09-2017,Central,Office Supplies,352.38,81.0474
31-05-2015,East,Furniture,22.2,9.102
27-11-2017,Central,Furniture,46.94,19.2454
27-11-2017,Central,Technology,143.73,56.0547
15-06-2014,Central,Furniture,99.918,-18.5562
15-06-2014,Central,Furniture,797.944,-56.996
15-06-2014,Central,Office Supplies,8.568,-14.5656
05-03-2016,Central,Office Supplies,149.352,50.4063
05-03-2016,Central,Office Supplies,12.992,-0.812
05-12-2014,South,Office Supplies,24.56,6.8768
11-04-2015,East,Technology,85.14,34.9074
11-04-2015,East,Technology,21.99,10.5552
11-04-2015,East,Office Supplies,406.6,113.848
15-09-2016,East,Office Supplies,841.568,294.5488
13-09-2014,East,Office Supplies,15.552,5.4432
13-09-2014,East,Technology,252,53.55
05-10-2015,South,Office Supplies,46.2,12.936
05-10-2015,South,Office Supplies,28.84,9.5172
14-04-2017,East,Office Supplies,14.592,2.5536
14-04-2017,East,Office Supplies,89.856,21.3408
14-04-2017,East,Office Supplies,13.872,5.0286
02-09-2017,East,Office Supplies,12.192,4.1148
20-06-2016,East,Office Supplies,45.056,15.2064
20-06-2016,East,Office Supplies,29.718,-21.7932
20-06-2016,East,Office Supplies,15.552,5.4432
20-06-2016,East,Office Supplies,447.696,33.5772
05-11-2017,West,Technology,159.99,54.3966
13-12-2015,West,Office Supplies,12.96,6.2208
13-12-2015,West,Office Supplies,134.48,34.9648
19-06-2016,West,Office Supplies,17.12,8.0464
13-12-2016,West,Office Supplies,6.096,2.2098
13-12-2016,West,Furniture,1114.272,41.7852
29-05-2015,West,Office Supplies,32.4,15.552
29-05-2015,West,Office Supplies,540.57,140.5482
29-05-2015,West,Office Supplies,167.76,62.91
26-07-2015,West,Furniture,393.165,-204.4458
28-11-2017,East,Furniture,516.488,-12.9122
28-11-2017,East,Furniture,1007.232,75.5424
28-11-2017,East,Furniture,2065.32,-619.596
28-11-2017,East,Office Supplies,15.552,5.4432
28-11-2017,East,Office Supplies,25.344,7.92
03-04-2017,East,Furniture,25.472,7.6416
28-12-2017,Central,Office Supplies,27.168,2.7168
28-12-2017,Central,Furniture,78.8528,-11.596
30-11-2017,South,Office Supplies,173.8,43.45
15-05-2017,West,Technology,29.592,2.5893
15-05-2017,West,Office Supplies,4.752,-3.168
15-05-2017,West,Office Supplies,15.552,5.6376
22-09-2015,West,Furniture,204.6,53.196
14-11-2017,West,Furniture,321.568,28.1372
27-11-2015,South,Office Supplies,6.24,3.0576
01-09-2016,West,Office Supplies,21.88,10.94
22-09-2014,South,Office Supplies,4.608,1.6704
09-04-2017,East,Office Supplies,9.82,4.8118
09-04-2017,East,Office Supplies,35.97,9.7119
09-04-2017,East,Office Supplies,12.96,6.2208
09-04-2017,East,Office Supplies,191.6,91.968
09-04-2017,East,Office Supplies,8.64,4.2336
09-04-2017,East,Office Supplies,501.81,0
16-01-2014,East,Furniture,127.104,28.5984
16-01-2014,East,Technology,124.2,-31.05
16-01-2014,East,Office Supplies,18.588,-13.6312
16-01-2014,East,Office Supplies,30.072,10.1493
05-10-2017,East,Technology,160.93,3.2186
05-10-2017,East,Office Supplies,75.792,25.5798
09-07-2017,West,Office Supplies,1.08,-0.792
07-01-2017,Central,Technology,3059.982,679.996
30-05-2016,South,Office Supplies,3.282,-2.6256
09-12-2015,Central,Office Supplies,34.02,16.6698
03-10-2016,East,Furniture,599.292,93.2232
11-11-2014,West,Office Supplies,3.392,0.8056
11-11-2014,West,Technology,559.984,55.9984
